Dependents,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Total_income,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban
0,6.946234873684742,30.0,1.0,0,1.8881343324131945,1,0,0,0,0,0
3,5.301517980921143,30.0,1.0,1,1.8790735767422828,1,1,0,0,0,0
0,5.436611143254308,30.0,0.0,0,1.8807190484029115,0,1,0,1,0,0
0,5.72785712068039,30.0,1.0,1,1.8726601688643054,0,1,0,0,1,0
0,5.571969785568005,15.0,1.0,1,1.8763635943293546,0,0,0,0,0,1
2,6.057795717265232,30.0,1.0,1,1.8873099117239314,1,1,0,0,0,0
1,4.8370260212769125,30.0,1.0,0,1.8765735388603508,1,1,0,0,0,1
0,5.370643883898375,40.0,0.0,0,1.8788672774574338,1,1,1,0,0,1
3,6.327781875682761,30.0,1.0,1,1.8847435721967776,1,1,0,0,1,0
1,5.088132618507269,30.0,1.0,0,1.8790095482541376,0,0,0,0,1,0
2,6.562798356663963,30.0,1.0,1,1.8850795420641855,1,1,0,0,1,0
0,5.72785712068039,30.0,1.0,1,1.8832723964374245,1,1,0,0,0,1
0,5.301517980921143,25.0,1.0,1,1.88171444529335,1,1,0,0,0,1
0,5.839690430714158,30.0,1.0,1,1.8829145380899044,1,0,0,1,0,0
0,5.75920921795321,30.0,1.0,0,1.8819968085138914,1,0,1,0,0,0
0,5.315610969092569,40.0,1.0,0,1.8701852211451322,1,0,0,0,1,0
0,5.663069889637704,30.0,0.0,0,1.8799412432993492,1,0,0,0,0,0
1,6.140017045674485,30.0,1.0,1,1.882171729945899,1,1,0,0,1,0
0,7.85851374203444,30.0,1.0,0,1.8919718379524617,1,1,0,0,0,0
0,4.579131168990252,30.0,1.0,1,1.8894334901071288,0,0,0,1,1,0
2,5.9707770087699465,30.0,1.0,1,1.8800732572233805,1,1,0,0,1,0
2,7.253475531238675,25.0,1.0,1,1.8899620556348748,1,1,0,1,0,0
1,5.512000825111893,15.0,0.0,0,1.8797756061897872,1,0,0,0,0,1
0,5.499704614696026,30.0,1.0,1,1.8776633641210059,0,0,0,0,0,1
0,5.61822967870542,15.0,1.0,1,1.8811743701938581,1,1,0,0,0,1
3,5.72785712068039,30.0,1.0,1,1.8885553927458612,1,1,0,0,0,0
0,5.72785712068039,30.0,1.0,1,1.8779146302045469,1,1,0,0,1,0
0,4.913431975383668,40.0,1.0,0,1.8733579026251306,1,0,0,0,0,1
2,5.72785712068039,30.0,1.0,1,1.8805021091618397,1,1,0,0,0,1
0,5.706577734517924,30.0,1.0,1,1.881343076787601,1,1,0,0,1,0
0,6.888584049572053,30.0,1.0,1,1.8863835905989865,1,0,0,0,1,0
0,5.979711471676091,30.0,1.0,1,1.8816359496284023,0,0,0,0,0,1
0,5.706577734517924,30.0,1.0,1,1.883383318767229,1,0,0,1,0,1
2,5.370643883898375,30.0,1.0,0,1.8786111601440676,1,1,0,0,0,1
1,5.536285640856728,15.0,1.0,1,1.8758479728202013,1,0,0,0,0,1
0,5.748832633934957,30.0,1.0,1,1.8768077508853174,1,0,1,0,1,0
0,5.789907041600923,30.0,1.0,1,1.8790760286910257,1,1,0,0,0,1
0,5.6740685305329,30.0,1.0,1,1.88069548766616,1,1,0,0,0,0
3,6.2179580485749195,30.0,1.0,1,1.8855486116599591,1,0,0,0,0,0
3,6.782223611503332,30.0,1.0,1,1.8858433068154241,1,1,0,0,0,0
0,5.61822967870542,30.0,1.0,1,1.8789474731134979,1,1,0,0,0,1
2,5.536285640856728,15.0,1.0,1,1.8756678425682705,1,1,1,0,1,0
2,5.536285640856728,30.0,1.0,1,1.8784373841572928,1,1,0,0,0,1
2,5.779745387288195,30.0,1.0,1,1.8761799521500282,1,1,0,0,1,0
0,4.913431975383668,30.0,0.0,0,1.8738736633178532,0,0,0,0,0,1
0,5.301517980921143,30.0,1.0,1,1.8784160560240832,1,1,0,0,0,1
0,5.487303456131847,30.0,1.0,1,1.8808510925437292,1,0,1,0,0,0
0,5.410584135604429,30.0,0.0,0,1.8744012063454796,0,0,0,0,1,0
2,4.320287466409999,15.0,0.0,0,1.8724580579291512,1,1,1,0,0,1
0,4.797209382138613,25.0,1.0,0,1.8717306408322196,1,0,1,0,0,0
0,5.410584135604429,30.0,1.0,1,1.8914459420497105,1,0,0,0,1,0
0,4.531096861008754,30.0,1.0,1,1.8659764805923864,0,0,1,0,1,0
0,6.2848078131224705,30.0,1.0,0,1.8837317643362559,0,0,0,1,0,0
0,5.560171916509316,30.0,1.0,1,1.8785615284578243,0,0,0,0,1,0
0,5.560171916509316,30.0,1.0,1,1.8786137636067357,1,1,1,0,0,1
0,4.817258701477402,30.0,1.0,1,1.868129766022217,0,0,1,0,0,0
1,5.943646585011864,25.0,0.0,0,1.8847081160123573,1,1,0,0,1,0
3,7.17399704117176,30.0,0.0,0,1.8962350018368068,1,1,0,0,0,0
1,4.735282893452192,30.0,1.0,0,1.8765467381469199,0,0,1,1,1,0
0,6.014922010214485,30.0,1.0,1,1.8820615398627156,1,1,0,0,0,1
0,6.449830627678098,30.0,0.0,0,1.8817987395321538,1,1,1,0,0,0
0,5.499704614696026,30.0,1.0,1,1.8778460933698737,1,1,1,0,0,0
0,6.163827508153124,30.0,0.0,0,1.8804919973898067,0,1,1,0,1,0
0,4.692422645062117,30.0,1.0,1,1.8729979655764717,0,0,0,0,0,1
1,6.014922010214485,30.0,1.0,0,1.870818795297906,0,0,0,0,0,1
2,6.58083867211696,30.0,1.0,0,1.8912339072794504,1,1,0,1,0,1
0,5.524193909103803,30.0,1.0,1,1.8763120170862402,1,1,0,0,0,0
0,5.810022495969398,30.0,1.0,1,1.8788597160853433,1,1,0,0,1,0
0,5.810022495969398,30.0,1.0,1,1.88133590522071,1,1,0,0,0,0
0,5.071598646008971,30.0,0.0,0,1.8715316888988396,0,0,1,0,0,1
0,5.370643883898375,30.0,1.0,1,1.875369450790379,1,1,0,0,0,1
1,5.499704614696026,30.0,0.0,0,1.8853190942912614,1,1,0,0,0,1
0,5.315610969092569,30.0,1.0,1,1.8890723947160344,1,1,0,0,1,0
0,5.629569271310135,30.0,1.0,1,1.883114508238516,1,1,0,0,0,0
1,5.088132618507269,30.0,1.0,0,1.8787146249599955,0,0,1,0,0,0
2,5.75920921795321,30.0,1.0,1,1.8815234527410765,1,1,0,0,1,0
0,5.183502520758849,30.0,1.0,1,1.8727017333650613,1,1,0,0,0,0
0,4.692422645062117,15.0,1.0,1,1.8715144541156365,1,0,1,0,0,1
1,5.925280129257096,30.0,1.0,1,1.8850372742378072,0,0,0,1,1,0
0,5.436611143254308,30.0,0.0,0,1.8824431519091542,1,0,0,0,0,0
0,7.347497480318009,30.0,1.0,1,1.8881124402063738,1,0,0,0,1,0
0,5.859142950787911,30.0,1.0,1,1.8791127136460275,1,1,0,0,1,0
0,5.370643883898375,30.0,1.0,1,1.8761448592159642,1,0,0,0,0,1
0,4.455769238607149,30.0,1.0,1,1.8762392844478915,1,0,0,0,1,0
0,6.233072280456131,30.0,0.0,0,1.8865666080637862,1,0,0,1,0,1
0,5.810022495969398,30.0,1.0,1,1.883350514328209,0,1,1,1,0,0
0,6.233072280456131,30.0,1.0,1,1.8851350807829186,1,0,0,0,1,0
0,6.1794936067304,30.0,1.0,1,1.8860354362307143,1,1,0,0,0,0
3,5.906683299655984,30.0,1.0,1,1.8827400100965996,1,0,1,0,1,0
1,5.943646585011864,30.0,1.0,1,1.8937706253464692,1,0,0,0,1,0
0,6.140017045674485,25.0,1.0,1,1.8893967532587403,1,1,0,0,0,0
1,5.72785712068039,30.0,1.0,1,1.8788924285456075,1,1,0,1,0,0
2,5.499704614696026,30.0,1.0,1,1.8788319274195309,1,1,1,0,0,0
0,4.579131168990252,30.0,1.0,0,1.8794701185250626,1,1,0,0,0,0
2,5.925280129257096,30.0,0.0,0,1.8797778393485405,1,1,0,0,0,0
1,6.255462647801163,30.0,1.0,0,1.8779174732644253,1,0,1,1,1,0
2,5.6740685305329,30.0,0.0,0,1.8754649695083243,1,1,1,0,0,0
2,4.692422645062117,25.0,1.0,1,1.8748759470857137,1,1,1,0,0,1
0,5.916010884469245,30.0,0.0,0,1.8810651626979205,1,1,0,0,0,0
0,5.228903425758459,15.0,0.0,1,1.879548824089233,1,1,0,0,0,0
0,5.136613782339565,30.0,1.0,1,1.8832750607464113,1,0,0,1,1,0
2,5.315610969092569,30.0,1.0,1,1.8765198526918105,1,1,0,0,1,0
0,5.595282986640945,30.0,1.0,1,1.8778889972896367,1,1,0,0,0,1
0,6.123930483223085,30.0,1.0,0,1.8820952715774364,1,1,0,0,0,1
2,5.789907041600923,30.0,1.0,1,1.8780387807241037,1,0,0,0,0,0
0,6.014922010214485,30.0,1.0,0,1.8847435721967776,1,1,0,0,1,0
0,6.014922010214485,30.0,1.0,1,1.8819149948172886,1,1,0,1,1,0
3,5.706577734517924,15.0,1.0,1,1.8840903286903332,1,1,0,0,0,1
0,5.952745253141269,30.0,1.0,1,1.8801117601946673,1,1,0,0,0,0
1,5.748832633934957,30.0,1.0,1,1.8800861141822387,0,0,1,0,1,0
0,5.343389931822399,30.0,0.0,0,1.877494416257478,1,0,0,0,1,0
0,5.829867240010795,30.0,1.0,1,1.8816359496284023,1,0,0,0,0,0
3,4.894715146761467,15.0,0.0,0,1.8787274616763754,1,1,1,0,0,1
0,5.499704614696026,30.0,1.0,1,1.8897845952482866,1,1,0,0,1,0
2,5.343389931822399,30.0,1.0,1,1.8736308848907173,0,1,1,0,1,0
0,5.499704614696026,30.0,1.0,0,1.882860690762842,1,1,0,0,0,1
1,6.032219782444475,30.0,1.0,1,1.8807756643745221,1,1,0,1,1,0
1,5.536285640856728,15.0,0.0,0,1.8774553895290091,1,1,1,0,0,0
3,5.370643883898375,30.0,1.0,1,1.8789300016687265,1,1,0,0,1,0
0,5.272911010269123,30.0,1.0,1,1.8701852211451322,0,0,0,1,0,1
2,6.032219782444475,30.0,1.0,1,1.8863889557972169,1,0,0,0,0,0
2,5.925280129257096,30.0,1.0,1,1.8900783530101573,1,1,0,1,0,0
2,6.526065303312715,25.0,1.0,1,1.8848628978398558,1,1,0,0,1,0
2,5.748832633934957,30.0,0.0,0,1.879063761063091,1,1,0,0,1,0
1,5.168043200497716,30.0,1.0,1,1.8905127117139517,1,1,0,1,1,0
0,5.961788496308474,30.0,1.0,1,1.8780275735507135,0,0,1,0,0,0
3,5.536285640856728,30.0,1.0,1,1.8734812392027953,1,1,1,0,0,0
0,5.706577734517924,30.0,1.0,1,1.8801754821736227,1,1,0,0,1,0
0,6.550651991265256,30.0,1.0,1,1.8868659586093466,1,1,0,0,1,0
2,6.622122917237267,30.0,1.0,1,1.8847425325197522,1,1,0,0,1,0
1,5.738382299244604,30.0,1.0,1,1.878149994896821,1,1,1,0,0,0
2,5.071598646008971,30.0,0.0,0,1.875400128532907,1,0,0,0,0,0
1,7.661241647692962,30.0,1.0,0,1.8903347187426316,1,1,0,0,0,1
2,6.014922010214485,30.0,1.0,1,1.8826905046014386,1,1,0,1,1,0
0,4.9859149883252565,30.0,1.0,0,1.8697522614013116,1,0,0,0,0,1
0,5.315610969092569,30.0,1.0,1,1.8806876166095625,1,0,1,0,1,0
1,6.225534155868597,30.0,1.0,1,1.8823882338046545,1,1,1,0,0,1
0,5.499704614696026,30.0,1.0,1,1.8759348657271087,1,0,1,0,0,0
0,6.494763563374403,30.0,1.0,1,1.8899850494694117,0,0,1,1,1,0
0,5.606801399710499,30.0,0.0,0,1.8812000326938951,1,1,0,0,0,0
1,5.436611143254308,7.0,1.0,1,1.8777101639161526,0,1,0,0,1,0
0,5.4621787595435,30.0,1.0,1,1.8778861441353443,1,1,1,0,0,0
0,5.512000825111893,1.0,1.0,1,1.8837822227268346,1,1,0,0,0,1
1,5.301517980921143,30.0,1.0,1,1.8724894221549626,1,1,0,1,1,0
0,6.390034959408799,30.0,0.0,0,1.8867717080258264,1,0,0,0,0,0
0,5.536285640856728,40.0,1.0,1,1.8779656518147863,0,0,0,0,0,0
0,5.370643883898375,30.0,1.0,1,1.873778211787437,0,0,0,0,1,0
2,6.383243062715276,30.0,1.0,1,1.8866203210661154,1,1,0,0,1,0
1,5.810022495969398,30.0,1.0,0,1.885712394749397,1,1,1,0,0,0
0,5.663069889637704,25.0,1.0,1,1.8803095774108267,1,1,1,0,1,0
2,6.60456590941667,30.0,1.0,1,1.8843028969995628,1,1,0,0,0,0
0,7.600124594501962,30.0,1.0,1,1.8924245482788355,1,1,0,0,0,1
0,5.315610969092569,30.0,1.0,0,1.875536882600905,1,0,0,0,0,1
0,6.240572814359115,30.0,1.0,1,1.8807033499731987,1,1,0,1,0,1
1,4.169928630159409,30.0,1.0,1,1.888314438398362,0,0,0,0,0,1
0,5.370643883898375,30.0,1.0,0,1.8793999792942608,1,0,1,0,0,0
1,6.64522346009262,30.0,1.0,1,1.88446121522185,1,1,0,0,1,0
2,5.906683299655984,30.0,1.0,1,1.8803530399712796,1,1,0,0,0,1
0,4.894715146761467,15.0,1.0,0,1.8852044485172865,1,1,0,0,1,0
0,6.960319240454709,30.0,1.0,0,1.885823703581142,1,0,0,0,0,0
3,5.925280129257096,30.0,1.0,1,1.8830153199099824,1,1,0,0,0,0
2,5.536285640856728,40.0,1.0,1,1.8758334062629296,0,1,0,0,1,0
0,5.651988014314516,30.0,0.0,0,1.879374096652123,1,1,1,0,1,0
0,6.2179580485749195,30.0,1.0,0,1.8825903281187193,1,0,0,0,1,0
0,5.301517980921143,30.0,1.0,0,1.8748189565919164,0,0,1,0,0,0
2,4.320287466409999,30.0,1.0,1,1.8767686191554476,1,1,1,0,1,0
0,4.579131168990252,30.0,1.0,1,1.8701852211451322,1,0,0,0,1,0
3,5.370643883898375,30.0,1.0,1,1.8832963339790691,1,1,0,1,0,0
2,7.600124594501962,30.0,1.0,1,1.889171646092066,1,1,0,1,0,0
2,7.3291356021546825,30.0,1.0,1,1.8900653051701515,1,1,0,1,0,0
0,5.499704614696026,30.0,1.0,1,1.87623232534574,1,1,0,0,1,0
1,6.023596006391823,30.0,0.0,1,1.8827617290641794,1,1,1,0,1,0
1,5.287285622362954,30.0,1.0,1,1.8769208553063712,1,0,1,0,1,0
0,5.72785712068039,30.0,1.0,1,1.8828592675143638,1,0,1,0,1,0
0,6.436744834210636,30.0,1.0,1,1.8824810171649249,1,1,0,0,0,0
3,5.370643883898375,30.0,1.0,1,1.8778317411091936,1,1,0,0,0,1
2,5.499704614696026,30.0,0.0,0,1.8755557104538674,1,0,0,0,0,0
1,6.299268906072716,30.0,1.0,0,1.8871482244744944,1,0,0,0,1,0
0,5.6740685305329,30.0,1.0,1,1.8902819043204593,0,0,1,1,0,1
0,5.684985220588923,30.0,1.0,1,1.878678568748128,1,0,1,0,0,0
0,7.019919787916404,30.0,1.0,1,1.8862797871195065,1,1,0,0,0,1
2,5.4621787595435,30.0,1.0,1,1.8756641277104669,1,0,0,0,1,0
0,4.817258701477402,30.0,1.0,0,1.8750328431384076,1,1,1,0,0,0
3,5.988592553400844,15.0,1.0,1,1.8823158287158763,1,1,0,0,0,0
1,5.829867240010795,15.0,1.0,1,1.8837465764824488,0,1,0,0,1,0
0,5.357081248077048,30.0,0.0,0,1.8675242884519818,0,0,0,0,1,0
1,5.301517980921143,30.0,1.0,1,1.8757932227648093,0,0,0,0,1,0
1,5.706577734517924,30.0,1.0,1,1.8791078325066608,1,1,1,0,0,1
0,5.397392955560206,30.0,1.0,1,1.8758951471607048,0,1,1,0,1,0
0,5.9707770087699465,30.0,1.0,1,1.8789971733910176,1,1,0,0,0,0
0,5.071598646008971,3.0,1.0,0,1.8746458146458627,1,0,1,0,1,0
0,5.878342776809565,30.0,1.0,1,1.8779117861378891,1,0,0,0,0,0
0,5.410584135604429,30.0,0.0,0,1.8796653478123984,0,0,0,0,1,0
0,5.499704614696026,30.0,1.0,1,1.8792000429103244,1,1,0,0,0,0
1,5.997420909860942,30.0,1.0,1,1.8825680180346336,1,1,0,0,0,1
0,6.187265730854183,30.0,0.0,0,1.8791662006323548,1,1,1,0,0,1
0,5.748832633934957,15.0,0.0,0,1.884227211794007,1,1,0,0,0,0
1,3.62972575374189,30.0,1.0,1,1.8824431519091542,1,1,0,0,1,0
0,5.136613782339565,30.0,1.0,1,1.877863282393608,0,0,0,0,0,1
3,6.701496856037804,30.0,1.0,1,1.8863574507083174,1,1,0,1,1,0
0,6.032219782444475,30.0,1.0,1,1.8825276637541042,1,1,0,0,1,0
0,6.194997815912515,30.0,1.0,1,1.8824218501459808,0,1,0,0,1,0
2,5.474795478432017,30.0,1.0,1,1.876712869672652,1,1,1,0,1,0
1,7.936199175273551,30.0,1.0,1,1.890677678904009,0,1,0,1,1,0
0,6.403528094978764,30.0,1.0,1,1.8843598568017699,1,1,0,0,0,0
0,5.748832633934957,30.0,1.0,1,1.881283685837948,1,0,1,1,1,0
2,6.690405987694071,30.0,0.0,0,1.8852073200291473,1,1,0,0,0,1
0,5.61822967870542,30.0,1.0,1,1.8783490303109882,1,1,1,0,0,0
0,4.894715146761467,30.0,1.0,1,1.8745411766810423,1,0,0,0,0,1
3,5.651988014314516,30.0,0.0,0,1.881462095541084,1,1,0,0,0,0
0,2.3622781786007825,30.0,1.0,0,1.8693578139837888,0,0,0,0,0,1
0,5.423656128997128,30.0,0.0,0,1.880169135084639,1,1,0,0,0,1
1,6.225534155868597,30.0,1.0,1,1.880034549739985,1,1,0,0,0,1
0,6.057795717265232,30.0,0.0,0,1.8825441349476766,1,1,0,0,0,1
2,6.782223611503332,30.0,1.0,1,1.8897752189926837,1,1,0,0,0,1
2,6.233072280456131,40.0,1.0,0,1.8841019547858673,1,1,1,0,1,0
3,5.925280129257096,30.0,1.0,0,1.8822987658792263,1,1,0,0,1,0
2,5.474795478432017,7.0,1.0,1,1.8756752675854675,1,1,0,0,0,1
0,5.789907041600923,30.0,0.0,0,1.8803095774108267,1,1,0,0,1,0
0,5.499704614696026,30.0,1.0,1,1.8815808002073295,1,0,0,0,0,1
1,5.4621787595435,30.0,1.0,1,1.877026115460811,1,1,0,0,0,0
0,6.023596006391823,30.0,1.0,1,1.881803763628084,1,0,0,0,0,1
2,6.362682653465493,30.0,1.0,1,1.8825036302265195,1,1,0,0,1,0
0,5.228903425758459,30.0,1.0,0,1.8935490054212925,1,0,0,0,0,1
0,4.036402302467326,30.0,1.0,1,1.8738101362944712,0,1,0,0,1,0
1,4.714016989054086,30.0,1.0,0,1.8651665627452296,1,1,0,0,0,0
1,5.887850034141887,30.0,0.0,0,1.8789624170500763,1,1,0,0,0,0
1,6.115821895982456,7.0,1.0,0,1.8835332766310764,1,1,0,0,0,0
0,5.423656128997128,30.0,1.0,1,1.8763841386203188,1,1,0,0,0,1
0,4.894715146761467,30.0,1.0,1,1.8677459449158866,0,0,1,0,1,0
0,5.287285622362954,30.0,1.0,1,1.8790760286910257,1,0,0,0,1,0
2,5.449451324461352,30.0,0.0,0,1.8715660715971925,1,1,0,1,1,0
0,4.602539115103624,15.0,1.0,1,1.882314279393758,1,1,0,0,1,0
2,6.362682653465493,20.0,1.0,0,1.8816359496284023,1,1,0,1,1,0
3,6.868880766695342,30.0,1.0,1,1.885716752624487,1,0,0,1,1,0
0,5.849448707102739,15.0,1.0,1,1.8833728403680812,1,1,0,0,0,0
0,6.701496856037804,30.0,1.0,1,1.8895730155935588,1,1,0,1,0,1
0,5.499704614696026,30.0,1.0,1,1.8764318843215897,1,0,1,0,0,0
2,6.233072280456131,30.0,1.0,0,1.8836596551002438,1,1,1,1,0,0
0,5.198796608902379,30.0,0.0,0,1.8729582403344363,1,0,0,0,1,0
0,6.1794936067304,30.0,1.0,1,1.8862199688137296,1,1,0,1,0,0
2,6.270206672532929,30.0,1.0,1,1.881247439746079,1,1,0,0,0,1
3,7.132696829644325,15.0,1.0,0,1.8941872205220862,0,0,0,0,0,1
0,5.9707770087699465,30.0,1.0,1,1.8810744845869733,1,1,1,0,0,0
3,5.706577734517924,30.0,1.0,1,1.881106085672357,1,1,0,0,0,1
0,6.115821895982456,30.0,1.0,1,1.8843598568017699,1,0,0,0,0,0
1,7.649203353590905,30.0,1.0,1,1.8876177359222053,0,1,0,0,1,0
1,6.123930483223085,30.0,1.0,1,1.881462095541084,1,1,0,0,1,0
2,5.988592553400844,30.0,1.0,1,1.8805162416243368,1,1,1,0,0,0
0,5.474795478432017,30.0,1.0,1,1.8800668202268347,1,1,0,0,0,0
0,4.913431975383668,30.0,1.0,1,1.8725154833341553,0,0,0,0,0,0
3,4.169928630159409,15.0,1.0,1,1.8773127229773887,1,1,0,0,0,0
1,6.662323212541122,30.0,1.0,1,1.8847206552288567,1,1,0,0,0,1
2,6.233072280456131,30.0,1.0,1,1.883904742165279,1,1,0,0,0,1
0,5.75920921795321,30.0,0.0,0,1.8786553010489935,0,0,0,1,1,0
